rs111546,rs679512,rs601084,rs711504,rs677636,rs776914,rs707881,rs045071,rs023502,rs350111,rs943580,rs710834,rs873041,rs907292,rs869720,rs845434,rs970602,rs467442,rs568502,rs789349,rs483698,rs257422,rs304539,rs540465,rs460053,rs090634,rs902453,rs556112,rs651810,rs081827,rs657122,rs523523,rs247716,rs732255,rs013720,rs274103,rs693822,rs269238,rs115265,rs254030,rs683489,rs262589,rs975021,rs342947,rs265436,rs817723,rs859372,rs014342,rs620579,rs711571
9.482407e-01,1.938678e-01,4.222962e-01,3.796287e-01,5.768368e-01,5.426618e-01,1.887120e-01,8.173634e-01,3.995853e-01,3.953367e-01,9.076144e-01,3.706413e-01,9.981535e-01,2.271662e-01,8.333094e-01,9.760086e-01,6.785444e-01,8.309672e-01,7.161792e-01,3.204663e-01,3.755499e-01,1.281847e-01,1.895051e-01,6.156511e-01,2.488596e-01,8.743139e-01,7.362268e-01,1.502629e-01,7.763422e-02,6.062794e-01,5.325055e-01,4.713625e-01,4.727640e-01,8.490176e-01,3.888651e-01,4.249377e-02,1.008382e-01,1.151791e-01,5.635459e-01,1.903699e-02,3.329038e-01,2.868005e-01,9.982193e-01,9.037751e-01,6.744175e-01,3.467709e-01,2.993592e-01,1.016445e-01,6.988208e-01,9.427597e-01
8.181040e-01,3.245803e-01,2.232941e-01,9.922328e-01,2.104858e-01,7.752502e-01,1.214183e-01,5.827831e-01,3.807799e-01,4.113226e-01,2.294051e-01,1.504133e-01,3.264589e-01,6.372500e-01,1.175016e-01,6.053887e-01,9.302288e-01,6.631490e-01,5.738234e-01,9.355382e-01,4.024476e-01,5.984931e-01,1.485592e-01,6.563435e-01,2.875179e-01,3.771575e-01,6.037273e-02,5.117053e-01,1.419019e-01,7.778982e-01,8.200148e-01,6.616414e-01,9.565292e-01,7.362553e-02,5.653402e-01,6.661371e-01,2.358135e-01,8.325969e-01,5.578546e-01,5.191885e-01,1.970370e-01,7.678258e-01,4.080559e-01,1.981044e-01,3.068793e-01,8.548169e-01,7.505872e-01,9.611053e-02,4.556641e-01,4.864604e-01
1.141381e-01,7.516044e-01,1.886591e-02,5.884850e-01,3.766520e-01,3.954956e-02,8.779688e-01,1.970999e-01,1.729339e-01,9.590897e-01,3.841156e-03,2.287137e-01,4.762605e-01,9.967973e-01,7.794279e-01,2.424573e-02,8.659402e-01,6.455885e-01,7.513699e-01,1.916943e-03,6.321300e-01,5.317352e-01,9.379204e-01,4.577953e-01,8.663949e-01,5.700018e-01,8.176871e-01,7.684071e-01,2.164870e-02,9.048981e-01,3.763126e-01,2.542595e-01,5.721511e-01,4.014882e-02,8.429866e-01,6.237858e-01,6.849091e-01,2.934353e-01,6.926254e-01,7.637050e-02,4.968496e-01,6.279366e-01,8.632703e-01,9.482705e-01,2.273150e-01,5.033933e-01,6.938575e-01,6.319435e-01,4.627459e-02,6.747659e-01
8.171249e-01,3.268272e-01,9.395846e-01,4.694752e-01,7.278412e-01,7.020685e-01,4.223123e-01,1.356417e-01,5.035846e-01,1.541341e-01,4.477204e-01,9.826115e-01,7.460365e-01,6.636997e-01,9.121438e-01,5.100519e-01,9.216651e-01,6.966314e-01,8.003866e-01,5.226110e-01,3.956747e-02,3.019761e-02,4.435511e-01,1.159769e-02,9.336715e-01,6.075368e-01,6.897579e-01,6.134088e-01,6.461134e-01,1.605747e-01,7.849142e-01,5.447472e-01,5.592264e-01,9.105958e-02,4.777834e-01,8.338445e-01,2.684063e-01,1.216569e-01,5.528096e-01,9.167476e-01,1.219387e-01,6.657211e-01,8.170479e-01,2.869254e-01,2.830039e-01,7.670528e-01,2.977800e-01,4.215733e-01,3.560626e-01,5.018675e-01
2.443524e-01,8.157922e-01,2.116125e-01,8.003168e-01,9.412618e-01,5.772759e-01,6.307595e-01,8.087882e-01,1.724830e-01,3.147239e-01,1.530865e-01,2.764457e-01,5.641564e-01,3.574070e-01,9.507127e-01,6.438792e-01,9.566857e-01,5.022257e-01,6.997997e-02,1.841179e-01,5.632137e-01,3.234041e-01,6.672554e-01,8.075261e-01,1.870222e-01,6.944708e-01,5.895565e-01,9.759197e-02,5.625647e-01,1.313929e-01,9.836184e-01,8.176324e-01,5.359376e-01,9.462646e-01,7.310888e-01,1.250639e-01,4.860093e-01,7.329027e-01,6.401698e-01,7.503740e-01,8.442388e-01,1.930090e-01,2.483351e-01,5.101031e-01,7.410395e-01,1.276009e-01,5.289243e-01,3.820326e-01,2.676857e-01,1.843947e-02
9.396660e-01,5.076324e-01,8.428648e-01,4.265846e-01,9.931540e-01,7.837779e-01,7.600284e-01,7.794089e-01,7.168721e-01,4.097554e-01,8.237926e-01,8.729913e-01,6.641923e-01,7.770842e-01,4.116159e-02,7.852234e-01,1.478538e-02,2.268495e-01,5.923677e-01,9.784667e-01,7.195583e-01,3.267347e-01,8.134199e-01,6.652425e-02,2.986920e-01,8.181165e-01,7.469829e-01,1.021354e-01,8.090981e-01,6.325930e-01,9.817345e-01,7.014548e-01,1.351143e-01,6.904600e-01,1.230747e-01,3.085698e-01,3.856899e-01,1.505738e-01,7.535658e-01,4.238188e-02,7.728190e-01,5.540719e-01,9.512741e-01,4.179338e-01,1.250260e-01,3.756687e-01,7.428946e-01,7.469043e-01,1.946838e-01,5.206982e-01
2.357925e-01,2.953552e-01,5.046470e-01,4.205004e-01,3.900433e-01,3.894227e-01,7.109253e-01,2.107565e-01,2.763416e-01,6.903899e-01,5.629888e-01,7.829536e-01,8.544065e-01,6.635154e-01,6.553941e-01,2.418945e-01,6.691279e-01,9.579252e-01,7.855789e-01,2.016291e-01,7.216246e-01,4.361291e-01,6.678352e-01,3.251701e-01,2.453975e-01,8.888785e-01,5.164837e-01,7.859220e-01,6.509020e-01,8.619201e-01,7.834915e-01,6.584580e-01,1.070036e-01,9.755168e-01,5.486123e-01,5.837057e-01,5.890556e-01,9.342017e-01,8.583826e-02,9.985551e-01,7.178874e-02,1.485245e-01,9.139273e-01,2.730019e-01,9.599097e-01,3.577081e-01,7.574234e-01,3.782844e-01,2.884689e-01,5.094099e-01
8.198700e-01,3.548910e-01,1.644496e-01,1.304572e-01,1.268495e-01,1.041401e-01,3.083893e-01,3.876414e-01,7.364889e-01,3.770341e-01,8.533780e-01,5.303556e-01,4.414681e-01,6.710151e-01,6.649364e-01,3.032235e-01,8.220818e-01,5.189208e-01,7.812841e-01,3.320895e-01,5.084102e-01,6.901750e-01,9.804276e-01,5.921400e-01,4.033561e-02,7.964494e-01,7.718480e-01,7.460476e-01,3.888752e-01,3.252630e-01,8.976063e-02,2.928278e-01,6.622465e-01,3.302556e-01,8.585483e-01,2.379667e-01,1.546334e-01,6.689573e-01,6.664283e-01,9.778140e-01,6.848477e-02,5.765198e-01,3.371036e-01,5.200459e-01,2.752432e-01,2.081019e-01,1.552726e-01,1.839435e-01,3.685312e-01,3.690379e-01
5.405897e-02,9.920018e-02,6.817856e-01,3.461191e-01,8.081208e-01,2.852066e-01,1.650700e-01,8.918093e-01,3.261984e-01,6.051337e-01,3.529583e-01,1.752041e-01,1.146899e-01,2.510625e-01,6.249428e-01,1.743802e-01,3.208734e-01,8.390278e-03,5.974921e-01,1.768724e-01,4.280124e-01,6.335779e-01,4.545124e-01,1.442279e-01,6.802651e-01,7.529567e-01,2.427874e-01,4.482977e-01,9.339979e-01,4.030444e-01,1.054516e-01,5.523801e-01,5.453789e-01,8.961644e-01,1.648097e-01,1.359123e-01,8.698864e-01,4.741745e-01,8.530221e-01,2.776902e-01,3.864345e-01,3.554499e-01,9.533216e-01,8.274316e-01,9.798164e-01,1.504166e-01,4.038878e-01,8.960350e-01,3.483052e-01,2.898808e-01
7.592290e-01,9.193596e-01,1.892028e-02,3.719508e-02,4.313152e-02,8.042620e-01,7.298948e-01,1.866931e-01,9.315321e-01,1.398128e-02,3.203220e-01,6.163112e-01,8.343480e-01,7.724656e-01,1.685708e-01,2.806554e-02,1.132438e-01,4.832978e-01,5.853882e-01,2.014771e-01,2.058474e-01,1.123809e-01,4.264322e-01,2.002636e-01,4.231604e-01,6.866939e-01,7.516035e-01,6.759245e-01,8.259771e-01,8.256951e-01,7.047423e-02,4.600570e-01,9.843272e-01,7.656572e-01,1.062046e-01,6.714421e-01,5.099925e-01,2.455522e-01,2.810088e-01,7.382107e-02,6.216515e-03,8.979535e-01,7.880984e-01,1.073050e-01,7.590213e-01,3.835039e-01,8.647654e-01,5.550402e-01,8.268768e-01,6.547464e-01
2.177068e-01,2.042947e-01,8.066622e-01,7.002597e-01,8.843635e-01,5.644135e-01,2.644498e-01,1.845271e-01,5.463445e-01,8.179967e-01,8.632757e-01,5.496596e-01,9.527373e-02,2.164133e-01,1.827332e-01,8.795512e-01,2.195173e-01,4.019889e-01,1.188859e-01,7.631670e-01,4.715658e-01,8.236953e-01,8.913337e-02,3.331003e-01,7.110273e-01,1.310543e-01,5.304462e-01,6.340776e-01,2.492430e-01,1.300173e-01,9.364362e-01,2.786308e-01,6.304904e-01,3.180243e-01,4.302718e-01,1.748851e-01,4.174935e-01,5.763882e-01,8.962651e-01,9.692120e-01,9.350994e-01,7.784042e-01,9.202091e-01,4.012655e-01,6.125331e-01,9.370323e-02,9.815639e-01,1.168967e-01,7.906299e-01,4.787382e-01
3.037412e-01,2.681859e-01,5.774275e-01,5.371114e-01,3.460175e-01,8.287294e-01,9.079570e-01,9.073067e-01,1.230219e-01,9.694273e-01,8.141282e-01,7.355299e-01,1.604491e-01,4.110428e-01,6.073530e-01,7.851512e-01,9.028310e-01,7.747162e-01,4.233619e-01,1.359920e-01,7.713758e-02,2.427559e-01,3.294146e-01,4.228553e-01,7.589160e-01,5.519083e-01,9.370772e-01,8.667673e-01,4.332466e-01,2.179764e-02,6.843516e-02,9.838357e-01,7.801147e-01,8.813241e-01,4.929182e-01,2.348216e-01,2.571846e-01,6.250114e-01,2.232461e-01,8.382118e-01,9.761528e-01,5.675188e-01,5.973204e-01,5.332199e-01,8.193609e-01,9.003773e-01,5.607184e-01,6.239147e-01,1.185799e-01,2.302376e-01
6.992320e-01,4.569648e-01,3.061794e-01,3.942928e-01,3.144156e-01,1.702791e-01,2.298029e-01,8.672162e-01,3.421822e-01,2.656676e-01,9.339882e-01,5.133008e-01,3.077442e-01,9.217282e-01,7.505317e-01,9.991427e-01,1.606899e-01,8.408452e-01,9.656431e-01,8.118250e-01,7.738380e-01,5.856851e-01,9.934240e-01,3.268257e-01,7.077485e-01,2.621916e-01,4.001060e-01,4.316606e-01,5.227355e-01,5.986921e-01,6.749343e-01,4.063021e-01,8.785116e-01,2.152765e-01,5.419535e-01,3.996522e-01,5.669870e-01,6.521784e-01,6.962631e-01,7.176833e-01,8.715289e-01,1.888667e-01,7.420886e-01,3.389822e-01,1.496424e-01,6.020225e-04,4.531553e-01,4.245276e-01,8.367323e-01,5.735503e-01
3.278204e-01,7.628292e-01,8.027605e-02,8.126956e-02,1.690717e-01,5.691294e-01,7.320166e-01,6.674603e-01,3.398642e-01,5.138763e-01,3.361173e-01,8.195789e-01,9.959063e-01,8.391289e-01,5.519606e-01,8.519997e-01,7.204997e-01,5.293926e-01,1.034898e-01,8.624655e-02,8.569636e-02,3.131668e-01,8.919281e-02,9.868811e-01,6.428236e-01,9.024372e-01,7.014370e-01,4.574163e-01,6.812515e-01,9.498883e-02,4.390295e-01,6.248757e-01,6.179417e-02,9.305605e-01,9.217559e-01,7.732077e-01,5.984202e-01,7.823582e-02,7.659014e-02,7.422943e-02,3.571420e-01,7.949774e-01,4.599188e-02,3.629119e-01,6.375119e-01,3.882972e-01,8.251718e-01,3.291095e-01,3.816462e-01,5.293719e-01
4.226266e-01,9.609844e-01,3.364472e-01,8.203521e-01,5.271944e-01,4.497872e-01,7.994985e-01,6.690625e-01,7.950697e-01,5.189144e-01,6.905864e-01,9.918224e-01,5.066399e-01,6.196165e-01,1.676725e-01,5.709570e-01,2.657707e-01,2.686850e-01,1.646269e-01,6.816324e-02,1.694933e-01,7.125497e-01,7.381930e-01,3.437690e-01,4.161179e-01,4.149736e-01,6.590250e-01,6.803060e-01,2.168173e-01,6.213792e-01,5.566548e-01,2.312293e-01,6.088220e-01,3.899117e-01,9.155366e-01,2.496658e-02,9.429053e-01,7.203408e-01,9.503405e-01,5.965731e-01,9.045858e-01,6.495207e-01,4.980160e-01,5.283713e-01,3.031907e-01,7.383919e-01,9.584779e-01,2.794407e-01,1.112110e-01,8.683346e-01
2.470712e-01,6.972757e-01,6.273124e-01,5.130104e-01,5.269934e-01,3.544191e-01,3.419982e-01,8.831352e-01,6.976193e-01,4.678816e-01,4.834218e-02,9.287273e-01,1.510945e-01,8.471315e-01,7.899047e-01,8.817826e-01,3.052536e-02,2.804305e-01,3.423136e-01,7.291393e-01,2.114435e-02,7.687991e-01,1.574780e-02,6.110218e-01,7.673933e-01,4.711796e-01,6.700969e-02,9.979354e-02,4.783576e-01,6.281662e-01,8.139513e-01,5.342711e-01,8.018459e-01,3.516604e-01,5.728031e-01,6.333419e-02,1.887935e-01,7.076817e-01,5.049044e-01,1.138688e-01,9.981855e-01,5.719397e-01,3.496697e-01,4.215661e-01,8.255402e-01,6.532689e-01,4.965794e-01,3.167451e-01,3.323212e-01,9.861825e-01
1.010303e-01,6.726691e-01,6.096638e-01,1.086022e-01,7.285217e-01,5.753351e-01,7.469737e-01,7.115787e-03,8.237857e-01,7.225644e-02,5.089206e-01,3.682908e-01,7.664091e-01,7.159363e-01,5.242927e-01,2.667272e-01,7.872946e-01,6.629467e-01,3.600291e-01,3.159389e-01,7.673089e-01,9.237833e-01,8.922944e-01,5.844477e-01,1.015722e-01,3.241348e-01,7.896851e-01,8.874792e-01,1.337579e-01,5.214986e-02,1.482703e-01,8.378323e-01,7.950332e-01,7.072101e-01,8.612778e-01,6.586817e-02,3.177269e-01,7.210586e-01,8.293266e-01,9.729928e-01,6.933858e-01,3.618116e-01,4.463720e-01,9.978499e-01,7.178960e-01,9.598394e-01,8.430132e-01,8.992131e-01,6.861826e-02,5.532729e-01
8.968644e-01,1.469648e-01,7.754641e-01,3.676727e-01,6.018251e-01,7.818626e-01,6.409701e-01,9.129572e-02,5.185924e-01,1.844243e-01,1.672352e-01,8.772457e-01,8.511403e-01,6.658156e-01,9.558723e-01,2.629230e-01,7.085768e-01,2.501626e-01,5.230170e-01,1.311076e-01,9.830327e-01,4.249865e-01,3.135330e-01,6.873512e-02,7.768166e-01,2.974823e-01,4.137461e-01,7.487703e-01,5.015722e-01,2.518099e-01,9.377149e-01,1.086039e-01,3.648293e-01,9.315036e-01,6.419198e-01,4.941310e-01,3.355326e-01,3.411705e-02,6.395307e-01,6.900426e-02,3.081155e-01,4.393316e-01,3.081379e-01,5.108919e-01,1.418931e-01,3.268976e-03,4.329993e-01,3.280354e-01,1.307463e-01,1.261057e-01
5.883530e-01,8.304793e-01,8.698599e-01,3.556576e-01,5.025369e-01,6.333952e-01,9.080385e-01,1.552713e-01,7.619966e-01,8.268498e-01,2.761689e-01,4.132977e-01,7.161215e-01,2.003862e-01,8.742805e-01,6.503925e-01,3.683068e-01,3.542705e-01,2.790062e-01,4.073385e-01,6.264914e-01,7.869213e-01,4.755930e-01,1.162965e-01,9.755080e-01,3.771730e-01,8.862162e-01,2.411798e-01,1.080723e-01,5.286813e-01,9.894566e-02,9.871218e-02,1.786058e-01,2.802257e-02,2.729654e-01,9.165994e-01,5.865294e-01,5.479235e-01,2.896429e-01,2.439956e-01,6.542779e-01,7.743678e-01,6.008000e-02,6.867100e-01,8.244417e-01,3.228214e-01,6.985205e-01,2.122360e-01,5.830073e-01,6.557514e-01
2.187182e-01,6.079276e-01,3.037969e-01,3.310342e-01,1.236738e-01,9.205042e-01,3.890568e-01,8.974452e-01,2.185862e-01,1.556198e-01,2.012015e-01,8.371667e-01,5.344679e-01,9.513869e-01,1.548014e-01,1.558767e-01,3.205619e-01,3.240920e-02,6.979108e-01,4.798892e-01,2.740022e-02,5.755196e-01,1.551029e-01,7.938210e-01,8.441558e-01,4.427174e-01,8.640716e-01,8.533727e-01,4.943759e-01,1.300223e-01,4.540047e-01,8.769859e-01,1.957646e-01,4.304178e-01,6.420570e-01,3.349837e-02,4.602531e-01,7.388919e-01,1.652746e-01,7.676896e-01,8.086434e-01,2.893524e-01,4.487918e-01,9.656550e-01,4.496952e-02,9.441433e-01,4.504539e-01,1.689546e-01,7.574010e-01,6.199604e-01
5.706235e-01,4.327071e-01,4.520518e-01,4.831093e-01,6.004978e-01,6.939230e-01,6.210191e-01,5.862930e-01,5.234040e-01,4.917563e-01,1.618121e-01,7.736896e-01,6.107088e-01,8.313097e-01,7.766023e-01,8.448174e-01,5.918737e-01,5.823393e-01,8.306212e-01,7.362929e-01,3.518830e-01,3.132799e-01,4.059976e-01,4.575531e-01,4.654420e-01,8.838585e-02,4.821930e-01,9.570108e-01,4.767974e-01,2.134330e-01,3.442036e-01,5.844868e-01,2.645898e-01,2.441065e-01,9.177912e-01,8.440527e-01,1.676231e-01,2.592747e-01,9.975819e-01,5.943862e-01,4.575533e-01,7.496723e-01,9.526530e-01,5.310350e-01,3.490699e-01,4.461856e-01,9.552353e-01,8.615926e-01,4.662360e-01,6.293406e-01
3.283627e-02,1.989844e-01,8.911089e-01,2.070583e-01,7.624900e-01,3.558936e-01,5.444263e-01,1.603311e-01,7.133916e-01,9.178631e-01,1.357885e-01,4.591582e-01,7.293037e-01,4.664929e-01,1.016095e-01,7.066782e-01,1.074310e-02,6.115428e-01,2.670320e-01,2.615478e-01,7.606177e-01,1.146258e-02,6.557680e-01,8.926221e-01,2.527179e-01,7.236486e-02,6.065365e-01,1.473187e-01,4.250324e-02,1.726565e-01,7.756866e-01,6.891487e-01,2.740438e-01,1.362811e-01,3.225683e-01,3.397340e-01,1.117589e-02,3.336812e-01,4.230977e-01,3.854849e-01,4.527297e-01,3.825314e-01,6.311270e-01,8.519576e-01,7.693018e-01,1.443793e-01,9.272314e-01,2.058240e-01,2.329305e-01,2.921751e-01
4.750844e-01,7.420191e-01,1.734182e-02,7.742358e-01,9.105770e-01,9.796585e-01,7.473193e-01,8.264392e-01,2.272327e-01,9.028954e-01,9.037896e-01,7.137695e-04,5.567811e-01,7.592317e-01,8.668964e-01,9.018977e-01,1.497081e-01,7.301737e-02,8.792425e-02,6.964079e-01,5.676311e-01,4.715716e-01,2.790392e-01,5.362610e-01,4.051385e-01,8.241132e-01,9.547471e-01,8.928675e-01,8.692512e-01,3.096040e-01,6.764105e-01,6.727419e-01,5.660347e-01,7.363316e-01,5.204859e-01,5.058098e-01,3.621452e-01,4.507743e-01,7.202540e-01,5.928989e-01,8.934928e-02,7.265070e-03,3.644139e-01,1.014992e-02,8.703235e-01,3.849464e-01,6.127418e-01,9.820710e-01,4.884288e-01,1.574902e-01
7.925243e-02,4.487277e-01,3.477435e-02,4.717417e-01,4.332901e-01,7.536441e-01,2.258697e-01,9.222657e-01,3.632143e-01,4.358056e-01,8.250871e-01,8.100778e-01,9.184435e-01,5.191082e-01,2.477712e-01,8.479917e-01,5.510221e-01,7.018338e-01,8.280599e-01,7.823130e-01,1.498007e-01,7.009578e-01,8.962358e-01,4.602013e-01,7.771353e-01,1.256097e-01,2.373806e-01,5.199193e-01,9.442638e-01,9.467013e-01,8.541961e-01,3.770711e-01,5.762086e-01,2.705508e-01,7.660886e-01,4.380985e-01,8.477878e-01,9.894181e-01,8.076911e-02,5.954122e-01,4.284161e-01,8.988759e-02,7.649173e-02,3.818684e-01,2.953878e-01,5.830095e-01,6.961724e-01,9.841550e-01,4.246722e-01,1.707962e-01
9.978639e-02,8.911783e-01,2.761302e-01,5.076071e-01,3.920657e-01,9.677116e-01,7.277741e-01,8.308240e-01,4.013291e-01,3.965507e-01,4.077995e-01,9.167701e-01,7.830087e-01,8.651802e-01,9.829985e-01,2.555699e-02,5.211609e-01,8.333705e-01,6.597703e-01,8.963592e-01,5.610378e-01,6.111050e-01,5.416158e-01,1.701316e-01,3.180543e-01,8.962354e-01,2.028401e-01,9.554601e-01,4.862189e-01,4.385985e-01,4.791969e-01,3.975903e-01,3.715841e-01,8.304033e-01,1.489744e-01,4.010734e-01,3.950033e-01,5.577173e-01,7.616435e-01,3.153333e-01,6.766700e-01,9.106627e-01,4.752783e-01,5.019238e-01,8.809009e-01,5.111953e-02,3.982410e-01,1.893995e-01,3.909708e-01,2.672671e-01
5.896013e-01,3.490755e-01,6.010757e-01,5.802860e-01,4.031745e-01,2.256009e-01,2.414347e-01,4.606603e-01,4.905370e-01,1.992759e-01,6.053261e-02,2.008118e-01,4.005822e-01,3.056857e-01,3.841468e-01,1.652153e-01,6.492512e-01,1.373461e-01,2.607768e-01,6.180072e-01,2.045247e-01,1.945138e-01,4.006571e-01,5.225206e-01,6.832794e-01,9.546661e-01,2.551051e-01,1.083498e-01,7.951696e-02,9.153728e-02,5.638644e-01,7.224726e-01,8.387176e-01,3.012018e-01,4.377611e-01,8.095851e-01,8.817393e-01,3.183332e-01,8.754453e-01,7.576850e-01,7.403300e-01,8.176702e-01,7.474270e-01,5.595690e-01,1.904000e-01,6.908318e-02,4.191244e-01,6.469331e-01,7.012400e-01,2.299663e-01
3.619587e-01,4.918169e-01,3.641539e-02,9.377148e-01,8.797405e-01,8.148571e-01,3.653900e-01,1.609663e-01,3.525083e-01,6.722347e-01,5.511813e-01,2.455182e-01,2.281924e-01,1.566219e-01,7.315533e-01,8.691214e-01,9.056346e-01,9.631158e-01,8.707812e-01,8.364958e-02,9.506573e-01,7.395960e-01,4.986868e-01,8.356402e-02,9.412292e-01,1.602240e-02,1.305586e-01,2.971185e-01,6.446523e-01,8.205381e-01,5.416294e-01,6.768885e-01,8.398938e-01,6.538169e-01,5.481811e-01,2.618117e-01,9.662977e-01,1.204551e-01,5.845245e-01,2.060933e-01,9.532988e-01,2.717364e-01,3.290811e-01,3.979799e-01,5.000958e-01,5.334336e-01,8.920730e-01,2.092674e-01,6.128847e-01,2.957448e-01
6.762110e-01,1.493850e-01,1.620057e-01,8.583353e-01,2.487846e-01,2.565118e-01,8.979894e-01,3.997671e-01,3.341712e-01,8.887848e-02,4.529073e-01,7.908099e-01,8.213569e-01,2.119730e-01,3.689874e-01,8.622119e-01,4.240077e-02,2.353046e-01,5.501984e-01,3.253423e-01,2.233423e-01,9.256499e-01,8.725239e-01,5.397896e-01,3.140290e-02,1.058962e-01,6.557829e-01,4.959385e-01,2.715348e-01,5.448048e-01,8.176692e-01,1.962912e-01,4.217936e-02,6.041177e-01,9.537720e-02,2.213281e-03,4.042480e-01,8.999865e-01,8.730729e-01,7.703796e-01,5.997720e-01,9.346135e-01,3.951988e-01,9.808881e-01,7.641133e-01,2.277475e-02,2.108430e-01,6.162027e-02,9.271946e-01,1.952159e-01
2.902503e-01,2.781200e-01,7.432083e-01,6.560687e-01,7.349250e-01,7.128092e-01,8.416499e-01,8.706738e-01,2.926304e-01,1.844412e-02,9.355909e-01,4.449883e-01,7.611480e-01,8.246155e-01,3.300612e-01,9.087757e-01,2.112190e-01,6.750765e-01,1.016663e-01,4.102701e-01,3.749782e-01,5.612343e-01,9.926579e-01,5.387096e-01,4.238477e-01,8.673065e-01,3.875153e-02,9.122673e-01,5.788259e-01,2.334139e-01,2.233654e-01,4.274042e-01,3.245164e-01,1.530314e-01,5.868162e-01,1.656929e-01,1.291971e-01,1.235216e-01,9.054232e-02,1.417061e-01,3.491384e-01,6.325673e-01,6.359093e-01,3.768083e-01,7.467305e-01,7.953334e-01,8.103753e-01,7.223994e-01,5.126893e-01,1.291615e-01
6.598787e-01,5.476624e-01,3.745580e-01,8.487260e-01,7.930862e-01,8.732432e-01,4.332222e-01,3.517780e-01,7.184069e-01,8.849686e-01,4.067373e-01,9.102420e-01,8.140261e-01,1.958622e-01,5.154658e-01,6.554621e-01,4.784723e-01,2.260305e-01,9.476118e-01,8.330319e-01,1.878187e-01,6.234533e-01,9.312821e-01,1.842626e-01,8.156132e-01,2.166664e-01,7.742485e-01,9.309886e-01,3.788843e-01,8.081489e-01,1.574228e-01,6.405716e-01,3.196995e-01,7.546929e-01,9.808699e-01,9.288874e-01,2.957284e-02,2.539578e-01,2.073523e-01,1.978019e-01,7.075444e-01,6.077656e-01,4.570784e-01,6.913326e-02,4.290804e-02,8.691005e-01,3.547498e-01,4.306213e-01,7.138472e-01,9.532768e-02
1.464192e-01,6.332301e-01,8.360256e-01,5.847291e-01,1.987802e-01,8.341105e-01,8.241029e-01,3.870666e-01,3.572539e-01,6.357860e-01,5.360610e-01,9.251727e-01,5.905836e-01,3.842092e-02,4.993282e-01,5.157231e-01,6.192306e-01,6.719603e-01,7.766239e-01,7.584655e-01,6.337306e-01,1.414521e-01,6.391565e-01,3.658814e-01,6.229421e-01,3.615101e-01,4.469119e-01,8.412014e-01,5.416267e-01,7.944868e-01,4.309763e-01,6.983823e-01,9.691345e-01,8.374292e-01,7.319157e-01,2.842496e-01,9.636041e-01,2.416871e-01,9.986555e-01,5.809052e-01,5.896672e-02,8.087414e-01,4.369424e-01,5.345062e-02,7.486843e-01,2.423587e-01,9.727349e-01,8.073983e-01,8.706870e-01,6.704634e-04
4.635363e-01,7.279035e-01,9.495126e-01,6.914768e-02,7.453150e-01,3.472691e-01,2.061240e-01,1.171679e-01,1.571093e-01,2.861625e-01,9.678346e-01,8.429182e-01,3.193839e-01,4.927956e-01,7.768753e-01,3.015944e-01,3.370787e-01,3.688101e-01,8.158159e-01,9.787006e-01,6.935328e-01,7.086059e-01,1.467578e-01,4.707668e-01,1.928291e-01,4.439935e-01,3.899593e-02,8.479543e-01,7.244300e-01,8.066648e-01,8.514270e-01,3.357442e-01,6.732505e-01,6.427603e-01,5.304266e-01,2.929478e-01,9.387867e-01,8.943607e-01,3.862893e-01,5.284525e-01,2.221832e-01,5.235257e-01,8.939530e-05,2.702965e-01,8.823834e-01,9.043146e-01,6.996260e-01,4.688821e-01,3.564284e-01,9.444918e-01
6.003577e-01,4.051003e-01,6.188191e-01,9.580417e-01,6.850991e-01,2.201979e-01,9.068514e-01,6.587170e-01,1.768190e-01,7.628978e-01,8.602529e-01,6.293796e-01,9.960936e-01,6.537533e-01,3.124240e-01,5.407237e-01,9.775273e-01,1.856189e-01,3.212501e-01,7.591673e-01,8.573048e-02,2.497236e-01,3.717908e-01,6.426416e-01,4.211966e-01,2.212689e-01,8.814907e-02,2.257079e-01,4.192964e-01,6.838074e-02,2.161568e-01,1.325071e-01,9.402914e-01,2.678686e-01,4.143054e-01,2.938867e-01,2.209533e-02,3.110124e-01,9.390239e-01,6.441975e-02,5.421016e-01,6.064236e-01,4.920883e-02,7.683467e-01,1.395059e-01,2.626049e-01,9.441001e-01,5.601118e-01,3.960334e-01,2.836121e-01
5.766310e-01,3.158321e-01,5.973269e-01,5.087244e-01,7.517113e-01,1.064997e-01,4.556014e-01,5.663626e-01,1.806857e-02,9.896617e-01,4.262068e-01,4.333159e-01,2.647822e-03,1.743512e-02,6.600227e-01,3.975782e-01,7.903238e-01,5.848153e-01,9.189453e-02,2.339600e-01,9.578065e-01,3.426765e-01,2.494843e-02,7.976503e-01,7.720221e-01,8.344779e-01,6.145170e-01,2.409203e-01,5.054977e-01,6.248774e-01,4.216553e-01,1.850384e-01,7.405726e-01,1.501482e-01,5.794886e-01,2.678144e-01,8.539125e-01,9.972873e-01,7.584297e-01,1.593236e-01,6.782901e-01,2.647237e-01,7.327007e-01,6.575117e-02,7.842269e-01,4.688368e-01,7.126420e-01,3.173902e-01,5.727337e-01,1.866261e-01
